constructorResultsId,raceId,constructorId,points,status,driver1,driver2
5208,431,williams,0,\N,0,0
5216,432,williams,9,\N,6,3
5217,432,mclaren,4,\N,4,
5229,432,ferrari,0,\N,0,0
5230,433,williams,13,\N,9,4
5232,433,mclaren,3,\N,3,0
5238,433,ferrari,0,\N,0,0
5245,434,williams,15,\N,9,6
5246,434,mclaren,4,\N,4,0
5247,434,ferrari,3,\N,3,0
5257,435,williams,9,\N,9,0
5260,435,ferrari,2,\N,2,0
5265,435,mclaren,0,\N,0,0
5271,436,mclaren,9,\N,9,0
5272,436,williams,6,\N,6,0
5281,436,ferrari,0,\N,0,0
5286,437,mclaren,15,\N,9,6
5294,437,ferrari,0,\N,0,0
5296,437,williams,0,\N,0,0
5301,438,ferrari,13,\N,9,4
5303,438,williams,3,\N,3,0
5313,438,mclaren,0,\N,0,0
5316,439,mclaren,9,\N,9,0
5317,439,ferrari,6,\N,6,0
5330,439,williams,0,\N,0,0
5331,440,mclaren,9,\N,9,0
5334,440,ferrari,3,\N,3,0
5335,440,williams,1,\N,1,0
5346,441,mclaren,4.5,\N,4.5,0
5348,441,ferrari,2.5,\N,2,0.5
5349,441,williams,1.5,\N,1.5,0
5362,442,mclaren,10,\N,6,4
5364,442,ferrari,2,\N,2,0
5374,442,williams,0,\N,0,0
5378,443,mclaren,3,\N,3,0
5379,443,williams,2,\N,2,0
5381,443,ferrari,0,\N,0,0
5391,444,williams,12,\N,9,3
5392,444,ferrari,6,\N,6,0
5397,444,mclaren,0,\N,0,0
5406,445,mclaren,9,\N,9,0
5410,445,ferrari,3,\N,2,1
5418,445,williams,0,\N,0,0
5421,446,mclaren,15,\N,9,6
5424,446,ferrari,1,\N,1,0
5433,446,williams,0,\N,0,0
5436,447,mclaren,9,\N,9,0
5438,447,ferrari,4,\N,4,0
5448,447,williams,0,\N,0,0
5451,448,mclaren,15,\N,9,6
5456,448,williams,0,\N,0,0
5458,448,ferrari,0,\N,0,0
5466,449,mclaren,9,\N,9,0
5467,449,ferrari,6,\N,6,0
5478,449,williams,0,\N,0,0
5480,450,mclaren,12,\N,9,3
5481,450,ferrari,8,\N,6,2
5491,450,williams,0,\N,0,0
5494,451,mclaren,15,\N,9,6
5496,451,ferrari,3,\N,3,0
5503,451,williams,0,\N,0,0
5509,452,mclaren,4,\N,4,0
5510,452,williams,3,\N,3,0
5511,452,ferrari,2,\N,2,0
5523,453,mclaren,15,\N,9,6
5524,453,ferrari,4,\N,4,0
5525,453,williams,3,\N,3,0
5540,454,ferrari,3,\N,3,0
5541,454,williams,3,\N,2,1
5550,454,mclaren,0,\N,0,0
5553,455,ferrari,13,\N,9,4
5555,455,williams,3,\N,3,0
5556,455,mclaren,2,\N,2,0
5568,456,williams,9,\N,9,0
5571,456,ferrari,3,\N,3,0
5579,456,mclaren,0,\N,0,0
5584,457,ferrari,6,\N,6,0
5586,457,williams,3,\N,2,1
5593,457,mclaren,0,\N,0,0
5599,458,williams,8,\N,6,2
5600,458,mclaren,4,\N,4,0
5609,458,ferrari,0,\N,0,0
5612,459,ferrari,13,\N,9,4
5614,459,williams,3,\N,3,0
5615,459,mclaren,1,\N,1,0
5629,460,ferrari,6,\N,4,2
5631,460,mclaren,1,\N,1,0
5634,460,williams,0,\N,0,0
5643,461,ferrari,9,\N,9,0
5647,461,mclaren,2,\N,2,0
5648,461,williams,1,\N,1,0
5660,462,ferrari,6,\N,6,0
5663,462,mclaren,1,\N,1,0
5665,462,williams,0,\N,0,0
5675,463,ferrari,15,\N,9,6
5676,463,mclaren,4,\N,4,0
5686,463,williams,0,\N,0,0
5692,464,ferrari,9,\N,6,3
5698,464,williams,0,\N,0,0
5703,464,mclaren,0,\N,0,0
5713,465,ferrari,0,\N,0,0
5716,465,williams,0,\N,0,0
5721,465,mclaren,0,\N,0,0
5726,466,williams,2,\N,2,0
5731,466,mclaren,0,\N,0,0
5734,466,ferrari,0,\N,0,0
5738,467,williams,8,\N,6,2
5739,467,mclaren,4,\N,3,1
5747,467,ferrari,0,\N,0,0
5755,468,mclaren,6,\N,6,0
5759,468,ferrari,1,\N,1,0
5764,468,williams,0,\N,0,0
5771,469,mclaren,10,\N,9,1
5772,469,williams,6,\N,6,0
5777,469,ferrari,0,\N,0,0
5788,470,ferrari,15,\N,9,6
5795,471,mclaren,9,\N,9,0
5796,471,williams,6,\N,6,0
5809,471,ferrari,0,\N,0,0
5813,472,ferrari,6,\N,6,
5816,472,williams,1,\N,1,0
5820,472,mclaren,0,\N,0,0
5829,473,mclaren,9,\N,9,0
5831,473,ferrari,4,\N,4,
5832,473,williams,5,\N,3,2
5846,474,mclaren,4,\N,4,0
5850,474,williams,0,\N,0,0
5851,474,ferrari,0,\N,0,
5861,475,ferrari,9,\N,9,0
5863,475,williams,6,\N,4,2
5864,475,mclaren,3,\N,3,0
5878,476,mclaren,9,\N,9,0
5879,476,ferrari,10,\N,6,4
5881,476,williams,2,\N,2,0
5896,477,ferrari,7,\N,4,3
5897,477,williams,2,\N,2,0
5899,477,mclaren,0,\N,0,0
5911,478,ferrari,9,\N,9,0
5913,478,williams,4,\N,4,0
5921,478,mclaren,0,\N,0,
5929,479,williams,6,\N,6,0
5931,479,ferrari,3,\N,3,
5932,479,mclaren,2,\N,2,0
5945,480,williams,9,\N,9,0
5947,480,mclaren,4,\N,4,0
5959,480,ferrari,0,\N,0,
5963,481,ferrari,10,\N,6,4
5964,481,mclaren,3,\N,3,0
5968,481,williams,0,\N,0,0
5980,482,mclaren,6,\N,6,0
5983,482,williams,3,\N,2,1
5991,482,ferrari,0,\N,0,0
5996,483,williams,15,\N,9,6
6004,483,ferrari,0,\N,0,0
6010,483,mclaren,0,\N,0,0
6012,484,williams,15,\N,9,6
6017,484,mclaren,0,\N,0,0
6023,484,ferrari,0,\N,0,0
6029,485,williams,9,\N,6,3
6034,485,mclaren,0,\N,0,0
6037,485,ferrari,0,\N,0,0
6046,486,williams,4,\N,4,0
6047,486,ferrari,2,\N,2,0
6048,486,mclaren,1,\N,1,0
6061,487,williams,9,\N,9,0
6064,487,ferrari,3,\N,3,0
6066,487,mclaren,0,\N,0,0
6078,488,ferrari,12,\N,9,3
6079,488,williams,6,\N,6,0
6085,488,mclaren,0,\N,0,0
6095,489,ferrari,9,\N,9,0
6097,489,mclaren,4,\N,4,0
6098,489,williams,3,\N,3,0
6113,490,mclaren,6,\N,6,0
6115,490,ferrari,2,\N,2,0
6118,490,williams,0,\N,0,0
6129,491,mclaren,9,\N,9,0
6130,491,williams,6,\N,6,0
6143,491,ferrari,0,\N,0,0
6150,492,mclaren,1,\N,1,0
6154,492,ferrari,0,\N,0,0
6155,492,williams,0,\N,0,0
6166,493,williams,5,\N,3,2
6167,493,mclaren,1,\N,1,0
6169,493,ferrari,0,\N,0,0
6181,494,williams,4,\N,4,0
6189,494,mclaren,0,\N,0,0
6193,494,ferrari,0,\N,0,0
6197,495,williams,10,\N,6,4
6199,495,ferrari,2,\N,2,0
6201,495,mclaren,0,\N,0,0
6214,496,mclaren,6,\N,6,0
6215,496,ferrari,4,\N,4,0
6221,496,williams,0,\N,0,0
6230,497,williams,9,\N,9,0
6236,497,mclaren,0,\N,0,0
6237,497,ferrari,0,\N,0,0
6247,498,williams,9,\N,9,0
6252,498,mclaren,1,\N,1,0
6253,498,ferrari,0,\N,0,0
6264,499,williams,4,\N,4,0
6266,499,mclaren,2,\N,2,0
6273,499,ferrari,0,\N,0,0
6280,500,williams,2,\N,2,0
6285,500,mclaren,0,\N,0,0
6289,500,ferrari,0,\N,0,0
6295,501,mclaren,3,\N,3,0
6296,501,ferrari,2,\N,2,0
6302,501,williams,0,\N,0,0
6308,502,williams,10,\N,6,4
6311,502,ferrari,1,\N,1,0
6315,502,mclaren,0,\N,0,0
6322,503,williams,9,\N,9,0
6326,503,ferrari,2,\N,2,0
6333,503,mclaren,0,\N,0,0
6337,504,williams,10,\N,9,1
6341,504,mclaren,0,\N,0,0
6342,504,ferrari,0,\N,0,0
6352,505,williams,13,\N,9,4
6355,505,mclaren,1,\N,1,0
6357,505,ferrari,0,\N,0,0
6367,506,williams,10,\N,6,4
6370,506,ferrari,1,\N,1,0
6374,506,mclaren,0,\N,0,0
6381,507,williams,10,\N,6,4
6385,507,mclaren,0,\N,0,0
6386,507,ferrari,0,\N,0,0
6397,508,williams,3,\N,3,0
6399,508,mclaren,1,\N,1,0
6400,508,ferrari,0,\N,0,0
6409,509,williams,10,\N,6,4
6413,509,mclaren,0,\N,0,0
6414,509,ferrari,0,\N,0,0
6422,510,williams,15,\N,9,6
6424,510,mclaren,3,\N,3,0
6425,510,ferrari,2,\N,2,0
6436,511,williams,15,\N,9,6
6442,511,ferrari,0,\N,0,0
6443,511,mclaren,0,\N,0,0
13701,512,ferrari,0,\N,0,0
13699,512,williams,0,\N,0,0
13695,512,mclaren,4,\N,4,0
13688,513,williams,0,\N,0,0
13683,513,mclaren,0,\N,0,0
13681,513,ferrari,3,\N,2,1
6480,514,ferrari,15,\N,9,6
6485,514,williams,0,\N,0,0
6486,514,mclaren,0,\N,0,0
13717,515,mclaren,0,\N,0,0
13709,515,williams,4,\N,4,0
13708,515,ferrari,15,\N,9,6
13734,516,williams,0,\N,0,0
13731,516,mclaren,0,\N,0,0
13725,516,ferrari,3,\N,3,0
13749,517,williams,0,\N,0,0
13744,517,mclaren,1,\N,1,0
13739,517,ferrari,9,\N,9,0
13759,518,mclaren,3,\N,3,0
13757,518,williams,6,\N,6,0
13756,518,ferrari,9,\N,9,0
13777,519,mclaren,0,\N,0,0
13773,519,williams,4,\N,3,1
13772,519,ferrari,6,\N,6,0
13791,520,ferrari,2,\N,2,0
13790,520,mclaren,3,\N,3,0
13787,520,williams,9,\N,9,0
13820,521,mclaren,2,\N,2,0
6604,522,williams,11,\N,9,2
6605,522,ferrari,9,\N,6,3
6609,522,mclaren,0,\N,0,0
13833,523,ferrari,6,\N,6,0
13832,523,williams,9,\N,9,0
13848,524,williams,4,\N,4,0
13847,524,ferrari,15,\N,9,6
13867,525,mclaren,1,\N,1,0
13865,525,ferrari,9,\N,6,3
13864,525,williams,13,\N,9,4
13890,526,williams,0,\N,0,0
13886,526,mclaren,1,\N,1,0
13881,526,ferrari,9,\N,9,0
13400,527,williams,0,\N,0,
13393,527,ferrari,0,\N,0,0
13392,527,mclaren,3,\N,3,1
13415,528,mclaren,0,\N,0,0
13414,528,williams,0,\N,0,
13405,528,ferrari,9,\N,9,0
13432,529,ferrari,0,\N,0,0
13429,529,mclaren,0,\N,0,0
13425,529,williams,3,\N,3,
13450,530,mclaren,0,\N,0,0
13446,530,williams,0,\N,0,
13441,530,ferrari,9,\N,9,0
13468,531,williams,0,\N,0,
13464,531,ferrari,0,\N,0,0
13463,531,mclaren,0,\N,0,0
13484,532,williams,0,\N,0,
13482,532,mclaren,0,\N,0,0
13479,532,ferrari,4,\N,4,3
13505,533,ferrari,0,\N,0,0
13503,533,williams,0,\N,0,
13501,533,mclaren,1,\N,1,0
13524,534,williams,0,\N,0,
13521,534,ferrari,0,\N,0,0
13517,534,mclaren,3,\N,3,0
13539,535,ferrari,0,\N,0,0
13533,535,williams,2,\N,2,
13531,535,mclaren,4,\N,4,0
13551,536,mclaren,1,\N,1,0
13547,536,ferrari,9,\N,9,0
13573,537,williams,0,\N,0,
13572,537,mclaren,0,\N,0,0
13569,537,ferrari,0,\N,0,0
13587,538,mclaren,0,\N,0,0
13582,538,ferrari,4,\N,4,0
13609,539,williams,0,\N,0,
13602,539,mclaren,0,\N,0,0
13600,539,ferrari,1,\N,1,0
13623,540,williams,0,\N,0,
13617,540,mclaren,2,\N,2,0
13615,540,ferrari,4,\N,4,0
13635,541,mclaren,1,\N,1,0
13631,541,williams,6,\N,6,
13630,541,ferrari,9,\N,9,0
13653,542,williams,0,\N,0,
13652,542,mclaren,0,\N,0,0
13647,542,ferrari,9,\N,9,4
13138,543,ferrari,4,\N,4,0
13149,544,mclaren,6,\N,6,0
13148,544,ferrari,9,\N,9,4
13164,545,mclaren,3,\N,3,2
13161,545,ferrari,9,\N,9,0
13180,546,mclaren,0,\N,0,0
13175,546,ferrari,6,\N,6,0
13190,547,mclaren,3,\N,3,0
13188,547,ferrari,6,\N,6,0
13205,548,mclaren,3,\N,3,0
13204,548,ferrari,6,\N,6,4
13223,549,mclaren,0,\N,0,0
13218,549,ferrari,6,\N,6,0
13235,550,ferrari,4,\N,4,0
13234,550,mclaren,6,\N,6,0
13252,551,ferrari,2,\N,2,1
13251,551,mclaren,4,\N,4,0
13266,552,ferrari,6,\N,6,0
13265,552,mclaren,9,\N,9,3
13283,553,ferrari,9,\N,9,3
13302,554,mclaren,1,\N,1,0
13299,554,ferrari,6,\N,6,3
13319,555,mclaren,0,\N,0,0
13312,555,ferrari,9,\N,9,1
13332,556,mclaren,3,\N,3,0
13330,556,ferrari,6,\N,6,0
13350,557,ferrari,3,\N,3,1
13347,557,mclaren,9,\N,9,0
13371,558,ferrari,0,\N,0,0
13364,558,mclaren,4,\N,4,0
13378,559,ferrari,6,\N,6,0
13377,559,mclaren,9,\N,9,0
12903,560,williams,0,\N,0,
12901,560,mclaren,1,\N,1,0
12897,560,ferrari,9,\N,9,0
12911,561,mclaren,6,\N,6,4
12910,561,ferrari,9,\N,9,0
12928,562,mclaren,2,\N,2,0
12925,562,ferrari,9,\N,9,6
12941,563,ferrari,6,\N,6,0
12940,563,mclaren,9,\N,9,0
12961,564,mclaren,1,\N,1,0
12957,564,ferrari,9,\N,9,6
12976,565,mclaren,2,\N,2,0
12973,565,ferrari,9,\N,9,0
12991,566,mclaren,2,\N,2,0
12989,566,ferrari,4,\N,4,1
13004,567,mclaren,9,\N,9,0
13027,568,mclaren,0,\N,0,0
13019,568,ferrari,9,\N,9,0
13040,569,ferrari,0,\N,0,0
13034,569,mclaren,9,\N,9,4
13052,570,mclaren,3,\N,3,0
13064,571,ferrari,6,\N,6,
13063,571,mclaren,9,\N,9,0
13079,572,ferrari,6,\N,6,3
13096,573,ferrari,1,\N,1,0
13093,573,mclaren,9,\N,9,2
13109,574,ferrari,4,\N,4,0
13107,574,mclaren,9,\N,9,3
13125,575,ferrari,2,\N,2,0
13123,575,mclaren,4,\N,4,0
12560,576,ferrari,3,\N,3,1
12557,576,mclaren,9,\N,9,0
12579,577,williams,0,\N,0,0
12574,577,ferrari,3,\N,3,2
12573,577,mclaren,6,\N,6,4
12597,578,williams,0,\N,0,0
12590,578,mclaren,1,\N,1,0
12589,578,ferrari,2,\N,2,0
12610,579,ferrari,0,\N,0,0
12608,579,williams,0,\N,0,0
12603,579,mclaren,4.5,\N,4.5,0
12620,580,mclaren,6,\N,6,1
12619,580,ferrari,9,\N,9,0
12639,581,mclaren,0,\N,0,0
12635,581,ferrari,9,\N,9,2
12783,582,williams,0,\N,0,0
12779,582,mclaren,0,\N,0,0
12800,583,mclaren,0,\N,0,0
12797,583,williams,0,\N,0,0
12812,584,williams,0,\N,0,0
12825,585,ferrari,0,\N,0,0
12847,586,mclaren,0,\N,0,0
12838,586,ferrari,4,\N,4,0
12861,587,williams,0,\N,0,0
12855,587,ferrari,0.5,\N,0.5,0
12853,587,mclaren,1.5,\N,1.5,0
12876,588,williams,0,\N,0,0
12347,590,ferrari,6,\N,6,4
12346,590,mclaren,9,\N,9,3
12358,591,ferrari,6,\N,6,0
12357,591,mclaren,9,\N,9,2
12370,592,mclaren,4,\N,4,0
12380,593,mclaren,4,\N,4,1
12379,593,ferrari,9,\N,9,6
12394,594,ferrari,6,\N,6,3
12393,594,mclaren,9,\N,9,1
12412,595,mclaren,2,\N,2,0
12411,595,ferrari,3,\N,3,0
12425,596,mclaren,3,\N,3,0
12437,597,mclaren,4,\N,4,3
12436,597,ferrari,9,\N,9,6
12453,598,mclaren,1,\N,1,0
12451,598,ferrari,6,\N,6,4
12466,599,ferrari,3,\N,3,2
12464,599,mclaren,6,\N,6,0
12490,600,mclaren,0,\N,0,0
12480,600,ferrari,9,\N,9,0
12500,601,ferrari,2,\N,2,0
12498,601,mclaren,6,\N,6,0
12519,602,ferrari,0,\N,0,0
12513,602,mclaren,6,\N,6,1
12528,603,ferrari,6,\N,6,0
12527,603,mclaren,9,\N,9,1
12549,604,ferrari,0,\N,0,0
12544,604,mclaren,3,\N,3,0
12178,605,mclaren,2,\N,2,0
12177,605,ferrari,3,\N,3,0
12033,606,ferrari,3,\N,3,2
12032,606,mclaren,4,\N,4,0
12187,607,ferrari,3,\N,3,0
12197,608,mclaren,3,\N,3,1
12209,609,mclaren,0,\N,0,0
12222,610,ferrari,0,\N,0,0
12217,610,mclaren,2,\N,2,1
12230,611,ferrari,1,\N,1,
12226,611,mclaren,9,\N,9,0
12264,612,mclaren,0,\N,0,0
12262,612,ferrari,2,\N,2,0
12276,613,ferrari,0,\N,0,
12284,614,mclaren,3,\N,3,0
12294,615,mclaren,4,\N,4,0
12308,616,mclaren,0,\N,0,0
12307,616,ferrari,0,\N,0,
12318,617,ferrari,0,\N,0,0
12314,617,mclaren,4,\N,4,0
12324,618,mclaren,9,\N,9,0
12338,619,mclaren,3,\N,3,2
12051,620,ferrari,4,\N,4,3
12050,620,mclaren,6,\N,6,0
12060,621,ferrari,3,\N,3,0
12070,622,mclaren,2,\N,2,0
12068,622,ferrari,6,\N,6,4
12080,623,mclaren,2,\N,2,0
12077,623,ferrari,6,\N,6,0
12103,624,ferrari,0,\N,0,0
12097,624,mclaren,4,\N,4,0
12110,625,mclaren,0,\N,0,0
12118,626,ferrari,1,\N,1,0
12116,626,mclaren,4,\N,4,2
12128,627,mclaren,2,\N,2,0
12125,627,ferrari,9,\N,9,6
12136,628,mclaren,6,\N,6,4
12151,629,ferrari,0,\N,0,0
12148,629,mclaren,4,\N,4,3
12159,630,ferrari,2,\N,2,0
12157,630,mclaren,10,\N,6,4
12168,631,ferrari,2,\N,2,1
12166,631,mclaren,4,\N,4,0
11844,632,mclaren,1,\N,1,0
11840,632,ferrari,9,\N,9,4
11854,633,mclaren,2,\N,2,0
11851,633,ferrari,6,\N,6,0
11862,634,mclaren,3,\N,3,0
11861,634,ferrari,4,\N,4,0
11868,635,ferrari,9,\N,9,4
11883,636,mclaren,0,\N,0,0
11900,638,ferrari,4,\N,4,3
11914,639,mclaren,0,\N,0,0
11923,640,mclaren,0,\N,0,0
11933,641,ferrari,0,\N,0,0
11931,641,mclaren,4,\N,4,3
11941,642,ferrari,1,\N,1,0
11721,643,ferrari,0,\N,0,
11729,644,ferrari,0,\N,0,
11744,646,ferrari,3,\N,3,0
11750,647,ferrari,4,\N,4,3
11764,648,ferrari,0,\N,0,0
11770,649,ferrari,3,\N,3,0
8305,17,red_bull,18,\N,10,8
8310,17,williams,0,\N,0,0
8311,17,mclaren,0,\N,0,0
8312,17,ferrari,0,\N,0,0
11822,654,ferrari,3,\N,3,0
11525,656,ferrari,0,\N,0,
11531,657,ferrari,0,\N,0,
11542,659,ferrari,4,\N,4,
11555,661,ferrari,0,\N,0,0
11567,663,ferrari,1,\N,1,
11574,664,ferrari,0,\N,0,
11580,665,ferrari,2,\N,2,
11587,666,ferrari,0,\N,0,
11261,667,ferrari,3,\N,3,0
11277,668,ferrari,0,\N,0,0
11292,670,ferrari,4,\N,4,0
11303,671,ferrari,3,\N,3,1
11310,672,ferrari,9,\N,9,0
11320,673,ferrari,6,\N,6,4
11333,674,ferrari,3,\N,3,0
11344,675,ferrari,4,\N,4,0
11368,677,mclaren,0,\N,0,
11167,680,ferrari,4,\N,4,0
11179,681,ferrari,3,\N,3,2
11189,682,ferrari,4,\N,4,0
11198,683,ferrari,0,\N,0,
11204,684,ferrari,4,\N,4,
11212,685,ferrari,4,\N,4,
11226,686,ferrari,1,\N,1,
11237,687,ferrari,0,\N,0,
11245,688,ferrari,0,\N,0,
11255,689,ferrari,0,\N,0,0
11112,694,ferrari,1,\N,1,0
11145,697,ferrari,0,\N,0,
10925,701,ferrari,0,\N,0,0
10929,702,ferrari,4,\N,4,0
10948,704,ferrari,0,\N,0,0
10956,705,ferrari,1,\N,1,0
10961,706,ferrari,3,\N,3,0
10980,708,ferrari,0,\N,0,0
10728,709,ferrari,0,\N,0,0
10744,711,ferrari,0,\N,0,0
10752,712,ferrari,0,\N,0,0
10757,713,ferrari,4,\N,4,2
10536,720,ferrari,0,\N,0,0
10559,722,ferrari,0,\N,0,0
10596,725,ferrari,0,\N,0,0
10606,726,ferrari,2,\N,2,0
10620,727,ferrari,0,\N,0,0
10329,729,ferrari,4,\N,4,3
10344,731,ferrari,4,\N,4,3
10363,733,ferrari,0,\N,0,
10371,734,ferrari,1,\N,1,0
10028,749,aston,0,\N,0,
10026,749,ferrari,2,\N,2,1
10007,747,ferrari,4,\N,4,1
9999,746,ferrari,8,\N,6,2
9872,763,aston,0,\N,0,0
9935,762,aston,0,\N,0,0
9933,762,ferrari,4,\N,4,0
9910,758,aston,0,\N,0,0
9908,758,ferrari,2,\N,2,0
9888,756,ferrari,6,\N,6,3
9665,775,ferrari,10,\N,6,4
9659,774,ferrari,6,\N,6,5
9653,773,ferrari,6,\N,7,2
9647,772,ferrari,3,\N,3,0
9638,771,ferrari,8,\N,8,7
9632,770,ferrari,8,\N,9,4
9627,769,ferrari,6,\N,7,0
9927,761,ferrari,8,\N,9,6
9919,760,aston,0,\N,0,0
9615,767,ferrari,2,\N,2,0
9605,766,ferrari,6,\N,6,4
9602,765,ferrari,6,\N,6,4
11127,696,ferrari,9,\N,9,6
11120,695,ferrari,1,\N,1,0
11089,692,ferrari,6,\N,6,0
11079,691,ferrari,9,\N,9,4
11071,690,ferrari,6,\N,6,0
10969,707,ferrari,3,\N,3,2
10937,703,ferrari,4,\N,4,0
10912,700,ferrari,6,\N,6,3
10897,699,ferrari,6,\N,6,0
10801,718,ferrari,6,\N,6,4
10792,717,ferrari,6,\N,6,0
10781,716,ferrari,9,\N,9,4
10773,715,ferrari,9,\N,9,0
10764,714,ferrari,9,\N,9,4
10732,710,ferrari,6,\N,6,0
10627,728,ferrari,2,\N,2,0
10576,724,ferrari,9,\N,9,0
10564,723,ferrari,6,\N,6,
10543,721,ferrari,4,\N,4,1
10521,719,ferrari,3,\N,3,0
10378,735,ferrari,3,\N,3,2
10335,730,ferrari,6,\N,6,4
10236,744,ferrari,9,\N,9,0
10230,743,ferrari,6,\N,6,4
10220,742,ferrari,19,\N,9,6
10211,741,ferrari,9,\N,9,0
10205,740,ferrari,9,\N,9,6
10200,739,ferrari,9,\N,9,6
10194,738,ferrari,6,\N,6,4
9911,759,ferrari,8,\N,8,6
9877,764,ferrari,4,\N,4,0
9870,763,ferrari,6,\N,7,3
10056,754,ferrari,8,\N,8,6
10053,753,ferrari,3,\N,3,0
10047,752,aston,0,\N,0,0
10045,752,ferrari,1,\N,1,0
10038,751,ferrari,0,\N,0,0
10031,750,ferrari,3,\N,3,0
11338,674,mclaren,0,\N,0,
11359,676,ferrari,0,\N,0,0
11372,677,ferrari,0,\N,0,0
11382,678,ferrari,0,\N,0,0
11538,658,ferrari,0,\N,0,
11550,660,ferrari,0,\N,0,
11777,650,ferrari,6,\N,6,0
11787,651,ferrari,15,\N,9,6
11798,652,ferrari,9,\N,9,0
11809,653,ferrari,9,\N,9,6
11831,655,ferrari,9,\N,9,6
11739,645,ferrari,0,\N,0,
11875,635,mclaren,0,\N,0,0
11887,636,ferrari,0,\N,0,0
11897,637,mclaren,0,\N,0,0
11898,637,ferrari,0,\N,0,0
11908,638,mclaren,0,\N,0,0
11917,639,ferrari,0,\N,0,0
11927,640,ferrari,0,\N,0,0
11944,642,mclaren,0,\N,0,0
12058,621,mclaren,9,\N,9,4
12185,607,mclaren,6,\N,6,2
12112,625,ferrari,0,\N,0,0
12145,628,ferrari,0,\N,0,0
12202,608,ferrari,0,\N,0,
12214,609,ferrari,0,\N,0,
12270,613,mclaren,9,\N,9,4
12333,618,ferrari,0,\N,0,
12342,619,ferrari,0,\N,0,
12377,592,ferrari,0,\N,0,0
12432,596,ferrari,0,\N,0,0
12567,576,williams,0,\N,0,0
12630,580,williams,0,\N,0,0
12647,581,williams,0,\N,0,0
12773,582,ferrari,9,\N,9,4
12789,583,ferrari,6,\N,6,4
12806,584,mclaren,4,\N,4,3
12804,584,ferrari,9,\N,9,0
12820,585,mclaren,9,\N,9,0
12837,586,williams,6,\N,6,0
12868,588,mclaren,6,\N,6,0
12867,588,ferrari,9,\N,9,4
12884,589,mclaren,6,\N,6,4
12883,589,ferrari,9,\N,9,0
12833,585,williams,0,\N,0,
12896,589,williams,0,\N,0,0
12955,563,williams,0,\N,0,
13017,567,ferrari,0,\N,0,0
13090,572,mclaren,0,\N,0,0
13147,543,mclaren,0,\N,0,0
13293,553,mclaren,0,\N,0,0
13562,536,williams,0,\N,0,
13593,538,williams,0,\N,0,
13819,521,ferrari,3,\N,3,0
13817,521,williams,15,\N,9,6
13842,523,mclaren,0,\N,0,0
13860,524,mclaren,0,\N,0,0
13900,337,ferrari,43,\N,25,18
13901,337,mclaren,21,\N,15,6
13902,337,red_bull,16,\N,12,4
13903,337,mercedes,18,\N,10,8
13905,337,williams,1,\N,1,0
13909,337,sauber,0,\N,0,0
13912,338,mclaren,33,\N,25,8
13914,338,ferrari,27,\N,15,12
13915,338,mercedes,11,\N,10,1
13917,338,williams,4,\N,4,0
13918,338,red_bull,2,\N,2,0
13920,338,sauber,0,\N,0,0
13924,339,red_bull,43,\N,25,18
13925,339,mercedes,15,\N,15,0
13928,339,mclaren,12,\N,8,4
13929,339,ferrari,6,\N,6,0
13931,339,williams,1,\N,1,0
13935,339,sauber,0,\N,0,0
13936,340,mclaren,43,\N,25,18
13937,340,mercedes,16,\N,15,1
13938,340,ferrari,14,\N,12,2
13940,340,red_bull,12,\N,8,4
13942,340,williams,0,\N,0,0
13947,340,sauber,0,\N,0,0
13948,341,red_bull,40,\N,25,15
13949,341,ferrari,26,\N,18,8
13950,341,mercedes,12,\N,12,0
13951,341,mclaren,10,\N,10,0
13954,341,williams,2,\N,2,0
13956,341,sauber,0,\N,0,0
13960,342,red_bull,43,\N,25,18
13962,342,ferrari,20,\N,12,8
13963,342,mclaren,10,\N,10,0
13964,342,mercedes,6,\N,6,0
13969,342,williams,0,\N,0,0
13970,342,sauber,0,\N,0,0
13972,343,mclaren,43,\N,25,18
13973,343,red_bull,15,\N,15,0
13974,343,mercedes,22,\N,12,10
13976,343,ferrari,10,\N,6,4
13978,343,sauber,1,\N,1,0
13980,343,williams,0,\N,0,0
13984,344,mclaren,43,\N,25,18
13985,344,ferrari,15,\N,15,0
13986,344,red_bull,22,\N,12,10
13987,344,mercedes,8,\N,8,0
13991,344,williams,0,\N,0,0
13995,344,sauber,0,\N,0,0
13996,345,red_bull,25,\N,25,0
13997,345,mclaren,33,\N,18,15
13998,345,williams,12,\N,12,0
14001,345,sauber,6,\N,6,0
14002,345,ferrari,4,\N,4,0
14004,345,mercedes,1,\N,1,0
14008,346,red_bull,31,\N,25,6
14009,346,mclaren,30,\N,18,12
14010,346,mercedes,17,\N,15,2
14011,346,williams,11,\N,10,1
14012,346,sauber,8,\N,8,0
14016,346,ferrari,0,\N,0,0
14020,347,ferrari,43,\N,25,18
14021,347,red_bull,23,\N,15,8
14022,347,mclaren,22,\N,12,10
14024,347,mercedes,6,\N,4,2
14025,347,sauber,0,\N,0,0
14026,347,williams,0,\N,0,0
14032,348,red_bull,40,\N,25,15
14033,348,ferrari,30,\N,18,12
14035,348,williams,9,\N,8,1
14036,348,sauber,8,\N,6,2
14037,348,mclaren,4,\N,4,0
14038,348,mercedes,0,\N,0,0
14044,349,mclaren,25,\N,25,0
14045,349,red_bull,18,\N,18,0
14047,349,ferrari,12,\N,12,0
14049,349,mercedes,14,\N,8,6
14050,349,sauber,4,\N,4,0
